item_name,station,day_served,meal_time,calories,contains_eggs,contains_fish,contains_milk,contains_peanuts,contains_shellfish,contains_soy,contains_treenuts,contains_wheat,is_gluten_free,is_halal,is_kosher,is_locally_grown,is_organic,is_vegan,is_vegetarian
spicy hummus ciabatta,green st. lto,wednesday,dinner,210,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True
harvest saute with bulgur,uc veg hot,wednesday,dinner,310,False,False,False,False,False,False,False,True,False,False,,False,False,True,True
buffalo chicken wrap,green st. lto,thursday,dinner,230,,,,,,,,,,,,False,False,False,False
old bay (r) potato chips,ignite grill,thursday,dinner,140,False,False,False,False,False,False,False,False,True,,,False,False,False,False
italian roast pork wrap,ignite lto,thursday,dinner,750,,,,,,,,,,,,False,False,False,False
meatball pizza,vespa pizza,thursday,dinner,310,True,False,True,False,False,True,False,True,False,,False,False,False,False,False
mexican street corn wrap,green st. lto,friday,dinner,240,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
loaded philly tots,ignite lto,friday,dinner,380,,,,,,,,,,,,False,False,False,False
spinach lentil fritters,uc veg hot,friday,dinner,100,False,False,False,False,False,False,False,True,False,False,,False,False,True,True
chicken & broccoli ravioli,vespa lto,friday,dinner,320,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
turkey reuben stromboli,vespa pizza,friday,dinner,270,,,,,,,,,,,,False,False,False,False
grilled veggie & feta ciabatta,green st. lto,saturday,dinner,210,,,,,,,,,,,,False,False,False,True
fresh cut french fries,ignite grill,saturday,dinner,150,,,,,,,,,,,,False,False,False,False
beef poutine,ignite lto,saturday,dinner,650,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
vegan frito pie,uc veg hot,saturday,dinner,320,,,,,,,,,,,,False,False,True,True
pepperoni stromboli,vespa pizza,saturday,dinner,250,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
honey dijon chicken wrap,green st. lto,sunday,dinner,150,,,,,,,,,,,,False,False,False,False
crispy chicken & cheese snacker,ignite lto,sunday,dinner,240,False,False,True,False,False,False,False,True,False,False,,False,False,False,False
vegan cavatappi alfredo,uc veg hot,sunday,dinner,370,,,,,,,,,,,,False,False,True,True
blueberries 'n' oats,dtg,monday,breakfast,140,False,False,True,False,False,False,False,False,False,,,False,False,False,True
beef & pickled onion-topped hummus,vespa lto,monday,lunch,520,,,,,,,,,,,,False,False,False,False
mucho nachos,vespa lto,monday,lunch,480,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
toasted bulgur wheat,uc veg hot,tuesday,lunch,130,False,False,False,False,False,False,False,True,False,,True,False,False,True,True
meat lover's stromboli,vespa pizza,tuesday,lunch,350,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
mushroom pizza,vespa pizza,tuesday,lunch,270,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
grilled naan,ignite lto,wednesday,lunch,250,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
garlic toast,uc veg hot,wednesday,lunch,180,False,False,False,False,False,False,False,True,False,,True,False,False,True,True
macaroni & cheese,vespa pizza,wednesday,lunch,360,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
spicy kale & bacon,vespa pizza,wednesday,lunch,80,False,False,False,False,False,False,False,False,True,,,False,False,False,False
sausage pizza,vespa pizza,thursday,lunch,300,True,False,True,False,False,True,False,True,False,,False,False,False,False,False
cauliflower au gratin,vespa pizza,thursday,lunch,170,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
kale with caramelized onions,uc veg hot,friday,lunch,35,False,False,False,False,False,False,False,False,True,,,False,False,True,True
caesar salad,vespa pizza,friday,lunch,90,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
southwest chicken taco,vespa lto,monday,dinner,160,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
primavera pizza,vespa pizza,monday,dinner,270,,,,,,,,,,,,False,False,False,True
cocoa puff cupcakes,dtg,tuesday,dinner,210,True,False,True,False,False,True,False,True,False,,True,False,False,False,True
general tso chicken drumstick,vespa pizza,tuesday,dinner,270,False,False,False,False,False,True,False,True,False,,False,False,False,False,False
pepperoni & sausage pizza,vespa pizza,tuesday,dinner,310,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
vegetable fried rice,vespa pizza,tuesday,dinner,180,True,False,True,False,False,True,False,True,False,,,False,False,False,True
cavatappi alfredo,vespa lto,wednesday,dinner,350,False,False,True,False,False,False,False,True,False,,False,False,False,False,False
chicken-blue power salad,vespa lto,friday,dinner,460,,,,,,,,,,,,False,False,False,False
tossed salad,vespa pizza,friday,dinner,30,,,,,,,,,,,,False,False,True,True
cavatappi alfredo with broccoli,vespa lto,sunday,dinner,240,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
bulgur-quinoa bliss bowl,vespa pizza,sunday,dinner,80,False,False,False,False,False,True,False,True,False,False,,False,False,True,True
veggie & cheese quiche-adilla,streetfare,thursday,breakfast,310,True,False,True,False,False,False,False,True,False,False,,False,False,False,True
shrimp & broccoli stir-fry,vespa lto,tuesday,lunch,80,False,True,False,False,True,True,False,True,False,,False,False,False,False,False
philly cheesesteak wrap,ignite lto,thursday,lunch,460,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
kung pao pork,vespa lto,thursday,lunch,160,False,False,False,True,False,True,False,True,False,,False,False,False,False,False
grilled chicken parmesan sandwich,ignite lto,friday,lunch,620,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
bow ties with sun-dried tomatoes,vespa lto,friday,lunch,280,False,False,True,False,False,False,False,True,False,False,,False,False,False,True
chocolate chip devil's food cake,dtg,tuesday,dinner,340,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
cranberry-pear cobbler,dtg,tuesday,dinner,320,True,False,True,False,False,True,False,True,False,,,False,False,False,True
beef pho,vespa lto,tuesday,dinner,250,,,,,,,,,,,,False,False,False,False
buffalo cobb salad,vespa lto,tuesday,dinner,260,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
reese'sÂ® brownie,dtg,thursday,dinner,370,True,False,True,True,False,True,False,True,False,,True,False,False,False,False
red velvet thimble cake,dtg,thursday,dinner,90,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
sesame noodles,uc veg hot,thursday,dinner,300,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
chocolate chip cupcake,dtg,friday,dinner,210,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
raspberry jell-o (r) parfait,dtg,friday,dinner,120,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
"sausage, broccoli & cheddar breakfast scramble",vespa lto,friday,dinner,500,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
chocolate chip cookie brownie,dtg,saturday,dinner,280,True,False,True,False,False,True,False,True,False,,True,False,False,False,True
mini chocolate sriracha cake,dtg,saturday,dinner,130,True,False,True,False,False,True,False,True,False,,True,False,False,False,True
vietnamese pork noodle salad,vespa lto,saturday,dinner,320,,,,,,,,,,,,False,False,False,False
vanilla cupcake,dtg,sunday,dinner,150,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
confetti brown rice,uc veg hot,sunday,dinner,120,False,False,False,False,False,False,False,False,True,,,False,False,True,True
shrimp teriyaki,vespa lto,sunday,dinner,80,False,False,False,False,True,True,False,True,False,,False,False,False,False,False
sweet potato mini muffin,dtg,monday,breakfast,80,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
apple-topped cinnamon roll,dtg,monday,breakfast,100,True,False,True,False,False,True,False,True,False,,True,False,False,False,True
banana-nut mini muffin,dtg,tuesday,breakfast,80,True,False,True,False,False,True,True,True,False,True,,False,False,False,True
spiced pumpkin scone,dtg,tuesday,breakfast,150,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
sausage & egg pizza,streetfare,tuesday,breakfast,440,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
caramel pecan brownie,dtg,monday,lunch,240,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False
chicken blt sandwich,ignite lto,monday,lunch,620,True,False,True,False,False,False,False,True,False,False,,False,False,False,False
new england clam chowder,green st. panini,monday,lunch,210,,,,,,,,,,,,False,False,False,False
latin beef stew,streetfare,monday,lunch,100,,,,,,,,,,,,False,False,False,False
italian vegetable blend,streetfare,monday,lunch,35,,,,,,,,,,True,,False,False,True,True
harissa spiced farro,uc veg hand held,monday,lunch,160,False,False,False,False,False,False,False,True,False,,True,False,False,True,True
seven grain blend with wild rice,uc veg hand held,monday,lunch,230,False,False,False,False,False,False,False,True,False,,,False,False,True,True
basmati rice,uc veg hot,monday,lunch,130,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
barley & mushroom soup,uc veg soup,monday,lunch,110,False,False,True,False,False,True,False,True,False,,,False,False,False,False
harissa chicken quesadilla,vespa lto,monday,lunch,440,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
egg noodles,streetfare,tuesday,lunch,90,True,False,False,False,False,False,False,True,False,,True,False,False,False,True
chicken with marsala sauce,streetfare,tuesday,lunch,190,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
green beans & almonds,streetfare,tuesday,lunch,70,,,,,,,,,,,,False,False,False,True
chicken teriyaki,vespa lto,tuesday,lunch,130,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
shrimp etouffee,streetfare,wednesday,lunch,100,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
cajun rice,streetfare,wednesday,lunch,140,False,False,False,False,False,False,False,False,True,,,False,False,False,False
crispy okra,streetfare,wednesday,lunch,110,,,True,,,,,True,False,True,,False,False,False,False
watermelon tomato salad,uc veg hot,wednesday,lunch,30,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
caprese salad,vespa pizza,wednesday,lunch,150,False,False,True,False,False,False,False,False,True,,True,False,False,False,True
mexican baked fish,streetfare,thursday,lunch,130,False,True,False,False,False,False,False,False,True,True,,False,False,False,False
papas rancheras,streetfare,thursday,lunch,130,,,,,,,,,,,,False,False,True,True
grilled eggplant,streetfare,thursday,lunch,100,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
linguine with lemon-garlic shrimp,vespa lto,thursday,lunch,210,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
pita wedges,vespa pizza,thursday,lunch,25,False,False,True,False,False,False,False,True,False,True,,False,False,False,True
sweet & sour meatballs,streetfare,friday,lunch,190,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
quinoa fried rice,streetfare,friday,lunch,130,,,,,,,,,,,,False,False,False,True
garlic broccoli,streetfare,friday,lunch,40,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
fueled-up chicken & sweet potato salad,vespa lto,friday,lunch,390,True,False,True,False,False,False,True,False,True,False,,False,False,False,False
garlic flatbread,vespa lto,friday,lunch,200,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
home-style patty melt,ignite lto,monday,dinner,570,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
apple almond coleslaw,ignite lto,monday,dinner,80,,,,,,,,,,,,False,False,False,False
cajun chicken melt,green st. panini,monday,dinner,430,,,,,,,,,,,,False,False,False,False
grilled cheese with bacon,green st. panini,monday,dinner,540,,,,,,,,,,,,False,False,False,False
grilled vegetable panini,green st. panini,monday,dinner,390,,,,,,,,,,,,False,False,False,True
low sodium vegetable broth,uc veg hand held,monday,dinner,10,False,False,False,False,False,False,False,False,True,,,False,False,True,True
california blend vegetables,vespa pizza,monday,dinner,20,False,False,False,False,False,False,False,False,True,True,,False,False,True,True
banana chip cupcake,dtg,tuesday,dinner,170,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
creamy cheese polenta,vespa lto,tuesday,dinner,250,False,False,True,False,False,False,False,False,True,False,,False,False,False,True
hearty lasagna,vespa pizza,tuesday,dinner,290,,,,,,,,,,,,False,False,False,False
seasoned peas and carrots,vespa pizza,tuesday,dinner,40,False,False,False,False,False,False,False,False,True,True,,False,False,True,True
applesauce cake,dtg,wednesday,dinner,340,,,,,,,,,,,,False,False,False,True
vanilla pudding & oreo(r) cookies,dtg,wednesday,dinner,210,False,False,True,False,False,True,False,True,False,,True,False,False,False,True
mashed potatoes & buffalo nuggets,vespa lto,wednesday,dinner,650,,,,,,,,,,,,False,False,False,False
brownie cupcake,dtg,thursday,dinner,140,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
carrot cake whoopie pie,dtg,thursday,dinner,170,,,,,,,,,,,,False,False,False,True
jalapeno slaw,vespa pizza,thursday,dinner,35,False,False,False,False,False,False,False,False,True,,True,False,False,True,True
rocky road brownie,dtg,friday,dinner,270,True,False,True,False,False,True,True,True,False,,,False,False,False,False
glazed devil's food cake,dtg,friday,dinner,280,True,False,True,False,False,True,False,True,False,,,False,False,False,True
chicken & quinoa-topped hummus,vespa lto,friday,dinner,430,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
seared vegan caesar wedge salad,vespa lto,friday,dinner,320,,,,,,,,,,,,False,False,True,True
peanut butter devil's food cupcake,dtg,saturday,dinner,210,,,,,,,,,,,,False,False,False,True
banana pudding parfait,dtg,saturday,dinner,200,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
cheese tortellini marinara,vespa lto,saturday,dinner,230,True,False,True,False,False,False,False,True,False,,False,False,False,False,False
seasoned spinach,vespa pizza,saturday,dinner,70,False,False,True,False,False,True,False,False,True,,,False,False,False,True
apple crumb cupcake,dtg,sunday,dinner,150,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
chorizo breakfast burrito,streetfare,thursday,breakfast,580,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
oreo(r) thimble cake,dtg,monday,lunch,110,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
chicken with piccata sauce,streetfare,monday,lunch,190,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
confetti rice,streetfare,monday,lunch,150,False,False,False,False,False,False,False,False,True,,,False,False,True,True
brown rice,uc veg hand held,monday,lunch,110,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
taco salad,vespa lto,monday,lunch,460,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
peanut butter pretzel cereal bar,dtg,tuesday,lunch,300,,,,,,,,,,,,False,False,False,True
oreo (r) cookie crumb cupcake,dtg,tuesday,lunch,210,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
mexi-rice,ignite lto,tuesday,lunch,130,False,False,False,False,False,False,False,False,True,True,,False,False,True,True
southwest green beans,ignite lto,tuesday,lunch,45,False,False,False,False,False,False,False,False,True,True,,False,False,True,True
mole chicken drumstick,streetfare,tuesday,lunch,270,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
sofrito black beans & rice,streetfare,tuesday,lunch,190,False,False,False,False,False,False,False,False,True,False,,False,False,True,True
roasted beets,streetfare,tuesday,lunch,25,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
lemon-ginger basmati rice,uc veg hot,tuesday,lunch,170,,,,,,,,,,,,False,False,True,True
buffalo mac & cheese bowl,vespa lto,tuesday,lunch,590,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
chocolate pudding parfait,dtg,wednesday,lunch,300,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
sugar snap & garden peas,ignite lto,wednesday,lunch,60,False,False,True,False,False,True,False,False,True,,,False,False,False,True
grilled japanese bbq pork chop,streetfare,wednesday,lunch,180,,,,,,,,,,,,False,False,False,False
vegetable fried brown rice,streetfare,wednesday,lunch,130,True,False,True,False,False,True,False,True,False,,,False,False,False,True
grilled vegetables,streetfare,wednesday,lunch,80,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
szechuan chicken noodle bowl,vespa lto,wednesday,lunch,260,,,,,,,,,,,,False,False,False,False
sriracha chocolate pb mini cupcake,dtg,thursday,lunch,170,,,,,,,,,,,,False,False,False,True
orange jell-o (r) parfait,dtg,thursday,lunch,140,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
chipotle chicken ciabatta,green st. lto,thursday,lunch,340,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
old-fashioned mashed potatoes,ignite lto,thursday,lunch,120,,,,,,,,,,,,False,False,False,True
yellow summer squash,ignite lto,thursday,lunch,45,False,False,True,False,False,True,False,False,True,,True,False,False,False,True
chicken tagine,streetfare,thursday,lunch,150,,,,,,,,,,,,False,False,False,False
moroccan roasted carrots,streetfare,thursday,lunch,100,False,False,False,False,False,False,False,False,True,,,False,False,True,True
black beans & rice with bacon,vespa pizza,thursday,lunch,140,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
peanut butter swirl brownie,dtg,friday,lunch,240,,,,,,,,,,,,False,False,False,True
blueberry crumb cupcake,dtg,friday,lunch,160,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
steamed broccoli florets,ignite lto,friday,lunch,20,False,False,False,False,False,False,False,False,True,True,,False,False,True,True
shrimp fra diavolo,streetfare,friday,lunch,60,False,False,False,False,True,False,False,False,True,True,,False,False,False,False
buttery penne,streetfare,friday,lunch,110,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
italian green beans,streetfare,friday,lunch,40,False,False,True,False,False,True,False,False,True,,,False,False,False,True
chicken pho,vespa lto,friday,lunch,260,,,,,,,,,,,,False,False,False,False
broccoli cheddar melt,green st. panini,monday,dinner,610,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
nacho grilled cheese,green st. panini,monday,dinner,370,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
balsamic chicken & farro bowl,vespa lto,tuesday,dinner,440,False,False,False,False,False,False,False,True,False,False,,False,False,False,False
maple apple cobbler,dtg,wednesday,dinner,350,True,False,True,False,False,True,False,True,False,,,False,False,False,True
southwest fajitas,vespa lto,wednesday,dinner,370,False,False,True,False,False,True,False,True,False,,,False,False,False,False
spiced pumpkin blondie,dtg,thursday,dinner,260,,,,,,,,,,,,False,False,False,True
peanut butter devil's food parfait,dtg,thursday,dinner,230,,,,,,,,,,,,False,False,False,False
vegan beef burrito,uc veg hot,thursday,dinner,360,,,,,,,,,,,,False,False,True,True
loaded fish tacos,vespa lto,thursday,dinner,170,False,True,True,False,False,True,False,True,False,False,,False,False,False,False
overstuffed potato,vespa pizza,thursday,dinner,390,,,,,,,,,,,,False,False,False,False
salted caramel mini cupcake,dtg,friday,dinner,170,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False
hummus vegetable wrap,green st. lto,friday,dinner,190,,,,,,,,,,,,False,False,False,True
"chicken, edamame & quinoa salad",vespa lto,friday,dinner,380,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
vegan shepherdÂs pie,uc veg hot,saturday,dinner,250,,,,,,,,,,,,False,False,True,True
blueberry mini muffin,dtg,sunday,dinner,80,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
sauteed mushroom ravioli,vespa lto,sunday,dinner,230,,,,,,,,,,,,False,False,False,False
